Customer ID,TotalPrice,TotalOrders,TotalItems,DaysSinceLastPurchase,Cluster
13608,236.2,1,113,175,1
13609,167.35,1,19,228,1
13610,1044.0,7,393,22,0
13611,2147.73,7,1236,9,0
13612,818.29,1,444,267,1
13613,1039.85,5,445,87,0
13614,748.73,2,258,28,0
13615,5854.84,7,2721,34,0
13616,288.1,2,175,203,1
13617,734.57,5,293,43,0
13619,231.69,2,84,179,1
13620,112.34,1,74,163,1
13622,658.95,1,379,331,1
13623,1818.71,5,729,15,0
13624,462.08,1,820,23,0
13625,301.26,1,144,231,1
13626,449.81,1,189,14,0
13627,607.43,2,363,123,0
13628,310.14,1,106,311,1
13629,5578.5,8,3350,48,0
13632,1526.88,3,602,29,0
13634,3498.31,11,1392,9,0
13635,1928.13,3,1207,77,0
13639,312.93,1,197,71,0
13640,405.0,1,108,246,1
13641,1016.47,5,1098,275,1
13642,159.92,3,80,67,0
13643,1637.33,7,629,17,0
13646,326.25,2,79,34,0
13647,1393.56,4,908,129,0
13648,1764.02,8,960,35,0
13649,1332.28,5,724,1,0
13650,1451.66,4,824,9,0
13651,132.65,1,29,16,0
13652,1475.77,3,992,3,0
13653,152.2,1,72,122,0
13654,3600.67,5,2580,15,0
13655,1347.54,4,620,9,0
13656,699.2,2,372,134,0
13658,3386.33,4,1152,18,0
13659,3321.68,10,1645,51,0
13660,314.59,1,137,35,0
13661,325.24,1,118,238,1
13662,1352.35,8,636,20,0
13663,1858.04,4,802,15,0
13665,1711.66,3,1652,21,0
13666,43.25,2,13,55,0
13668,6726.35,14,2391,18,0
13669,195.0,1,156,42,0
13671,194.95,1,107,29,0
13672,233.53000000000003,1,81,365,1
13674,240.68,1,102,67,0
13676,243.9,2,104,174,1
13677,556.1899999999999,2,218,39,0
13679,281.26,3,102,128,0
13680,7713.25,8,3316,106,0
13683,258.6,1,180,92,0
13684,529.75,3,196,25,0
13686,337.04,2,308,15,0
13687,11880.84,1,87167,73,0
13688,375.5,1,130,270,1
13689,349.5,1,210,79,0
13691,212.78,1,145,31,0
13692,1626.08,2,875,43,0
13693,2011.82,9,880,9,0
13694,131443.19,94,125893,8,2
13695,266.6,1,188,212,1
13696,2020.4,3,552,56,0
13698,465.53,2,231,231,1
13699,455.57,1,153,185,1
13700,348.34,3,505,52,0
13701,161.0,1,80,81,0
13702,135.18,1,74,80,0
13703,326.06,1,118,50,0
13705,1323.47,5,646,8,0
13706,300.38,1,112,261,1
13707,2559.45,3,1859,64,0
13709,1263.7,5,614,81,0
13710,329.04,2,160,58,0
13711,1540.2,7,679,41,0
13712,537.58,1,776,245,1
13713,743.26,3,286,43,0
13714,161.35,1,50,100,0
13715,7403.95,13,4371,7,0
13717,318.29,2,185,92,0
13719,1773.57,6,990,28,0
13721,217.4,1,196,30,0
13722,3260.0,7,1658,55,0
13723,1009.35,5,586,27,0
13724,213.01,1,130,272,1
13727,746.57,6,208,246,1
13728,1839.03,10,811,22,0
13729,724.73,3,419,70,0
13733,487.03,2,335,45,0
13734,6701.640000000001,4,303,143,0
13735,6927.9800000000005,9,3028,11,0
13736,2034.31,5,1055,60,0
13738,440.93,1,240,31,0
13739,75.3,1,22,162,1
13740,1247.02,4,566,50,0
13745,477.32,1,650,181,1
13746,176.69,1,83,48,0
13747,169.79999999999998,2,60,8,0
13748,1320.1,5,669,8,0
13750,1954.92,6,854,15,0
13752,404.4500000000001,1,131,162,1
13753,1353.31,3,938,233,1
13754,164.45000000000002,1,101,72,0
13756,4017.980000000001,10,2253,2,0
13757,195.55,1,54,309,1
13758,6226.43,10,3224,1,0
13760,1076.85,3,426,39,0
13761,881.52,4,437,137,0
13762,2165.76,4,2336,228,1
13763,3502.48,2,2496,52,0
13764,1431.5,3,1167,204,1
13765,352.821,1,297,288,1
13766,190.35,1,137,130,0
13767,18320.17,39,7913,4,0
13768,875.97,2,373,361,1
13769,3003.9100000000003,11,1411,2,0
13770,785.37,4,468,57,0
13771,3094.37,5,1663,168,1
13772,1982.09,5,910,35,0
13773,301.54,2,174,31,0
13775,1049.66,1,455,225,1
13776,623.98,2,2,63,0
13777,30501.26,37,13845,1,0
13778,945.79,3,441,126,0
13779,161.13,1,53,150,1
13780,375.81,1,163,42,0
13781,650.99,2,270,227,1
13782,881.72,7,278,88,0
13783,1542.09,4,3437,122,0
13784,447.44,3,334,69,0
13785,542.49,4,151,63,0
13786,3128.54,6,1516,2,0
13787,913.46,4,661,93,0
13788,3.75,1,1,140,1
13789,239.46,1,258,23,0
13792,188.4,1,64,57,0
13793,96.0,1,52,281,1
13794,126.03,1,63,181,1
13795,836.3,4,1250,23,0
13796,289.7,1,218,134,0
13797,1179.45,3,573,71,0
13798,38683.02,54,24399,7,0
13799,2114.71,7,1137,79,0
13800,1121.24,2,560,65,0
13802,21659.69,16,11557,9,0
13803,1061.84,2,710,66,0
13804,572.73,2,335,70,0
13807,422.2,3,116,2,0
13809,524.65,2,252,29,0
13813,1398.61,4,740,162,1
13814,678.2,1,350,162,1
13815,3448.38,4,2821,41,0
13818,61.28,1,60,64,0
13819,1502.0,3,1200,304,1
13820,660.65,3,287,53,0
13821,1025.09,4,330,28,0
13823,2445.79,5,1125,15,0
13824,1615.82,7,674,14,0
13825,255.59,2,182,256,1
13829,102.0,1,12,56,0
13830,156.85000000000002,1,47,216,1
13831,4820.59,13,1812,4,0
13832,561.49,1,394,57,0
13833,316.56,1,126,39,0
13834,324.19,2,221,211,1
13835,260.7,3,78,154,1
13836,620.37,2,273,34,0
13838,1274.36,7,531,4,0
13839,139.95000000000002,1,25,121,0
13840,651.4,1,358,51,0
13842,2244.29,10,1111,1,0
13843,319.75,1,145,16,0
13846,442.73,1,317,34,0
13847,310.72,1,96,354,1
13848,2080.0,6,6500,1,0
13849,1931.35,3,867,32,0
13851,1955.0,5,820,14,0
13852,187.35,1,85,245,1
13854,4144.44,15,1414,0,0
13855,1310.34,4,575,135,0
13856,753.53,8,611,98,0
13857,1001.01,6,782,28,0
13859,314.7,1,38,164,1
13861,273.26,2,225,64,0
13862,346.73,1,239,24,0
13863,933.77,3,329,100,0
13864,662.4000000000001,1,192,21,0
13869,5006.62,6,2637,16,0
13870,2941.14,7,2124,22,0
13871,1482.6,4,696,63,0
13872,919.57,3,339,162,1
13873,649.32,5,332,18,0
13874,1508.7,6,684,139,0
13875,3027.58,9,1756,22,0
13877,332.44,2,370,105,0
13878,1191.53,3,484,182,1
13879,395.5,1,204,280,1
13880,1171.89,5,747,2,0
13881,28019.58,23,19642,10,0
13883,3885.54,10,2148,38,0
13884,1100.88,5,497,11,0
13888,1563.42,5,645,39,0
13889,1574.3300000000002,5,833,17,0
13890,1043.57,4,561,9,0
13891,863.5600000000001,3,479,13,0
13892,634.68,2,2142,112,0
13895,1415.45,2,695,150,1
13896,388.55,1,149,260,1
13897,849.56,2,620,73,0
13898,530.47,1,411,46,0
13900,869.64,3,508,24,0
13901,2809.14,10,1605,9,0
13902,34095.26,5,220600,267,1
13903,165.45000000000002,1,103,35,0
13905,312.65,1,135,367,1
13906,42.0,1,100,44,0
13907,136.8,1,68,326,1
13909,286.6,2,302,58,0
13911,1654.08,11,1756,14,0
13912,124.95,1,29,58,0
13913,42.22,1,10,141,1
13915,70.80000000000001,1,24,29,0
13916,1275.81,4,673,98,0
13919,975.87,2,659,59,0
13920,1774.68,4,1772,66,0
13921,730.7,4,210,37,0
13922,692.95,2,374,72,0
13927,359.27,1,249,72,0
13929,2651.45,9,1423,51,0
13931,4019.85,9,2763,27,0
13935,6116.92,3,2252,231,1
13936,563.08,2,331,17,0
13937,721.28,1,464,37,0
13939,992.41,4,761,66,0
13941,6009.34,11,3062,7,0
13942,320.0,1,1000,169,1
13943,246.54,1,94,212,1
13944,200.43,1,153,288,1
13945,854.15,2,413,29,0
13946,1314.66,3,2404,11,0
13948,446.76,3,208,46,0
13952,9572.45,12,4516,15,0
13953,3125.0,5,2500,44,0
13955,222.21,1,120,10,0
13957,458.25,3,157,52,0
13958,4709.2300000000005,8,2264,14,0
13959,477.98,3,343,34,0
13961,538.4,1,226,27,0
13962,193.25,1,73,70,0
13963,2347.33,14,1601,2,0
13964,438.9,2,228,22,0
13965,996.61,3,425,111,0
13966,390.86,1,772,70,0
13967,85.6,1,24,31,0
13968,123.66,1,174,58,0
13969,4311.93,18,2275,0,0
13970,846.55,2,469,21,0
13971,1909.31,6,1240,58,0
13974,264.13,1,107,217,1
13975,2832.56,6,2202,28,0
13976,834.38,3,298,141,1
13977,519.8100000000001,1,303,46,0
13979,2546.36,6,1657,28,0
13980,599.78,4,305,74,0
13981,331.14,1,234,50,0
13982,2573.78,6,1600,0,0
13983,4505.02,10,2974,1,0
13984,1128.09,8,742,1,0
13985,2960.73,7,1491,9,0
13987,682.54,2,492,14,0
13988,609.84,2,341,18,0
13989,759.98,3,894,99,0
13992,142.7,2,90,15,0
13993,3309.35,10,1235,14,0
13995,2508.32,9,1480,14,0
13996,895.76,2,613,21,0
13997,382.31,3,146,154,1
13998,566.7,3,204,81,0
13999,5600.45,17,2800,9,0
14000,1410.68,4,1128,49,0
14001,2487.01,7,911,8,0
14003,209.41,1,149,367,1
14004,1675.81,4,757,28,0
14006,1234.48,4,1540,163,1
14007,79.48,1,16,147,1
14008,509.04,1,326,67,0
14009,404.3,1,586,97,0
14010,445.15,2,177,200,1
14011,457.82,2,644,115,0
14013,611.5500000000001,2,313,15,0
14014,1443.03,2,928,11,0
14016,7062.2,7,3597,31,0
14017,229.75,1,73,206,1
14018,367.15,1,224,280,1
14020,606.21,2,207,111,0
14021,1084.68,4,686,9,0
14022,352.15000000000003,1,194,121,0
14024,318.04,1,88,25,0
14025,4057.9,8,1920,99,0
14026,713.11,2,427,105,0
14028,10396.5,3,7170,185,1
14030,5902.2,14,2871,1,0
14031,23712.31,27,8719,0,0
14032,1874.68,6,1884,1,0
14033,109.44,1,576,190,1
14035,1428.7,4,680,41,0
14037,689.75,4,544,113,0
14038,1509.5,2,743,32,0
14039,115.08,1,100,210,1
14040,9030.65,23,3490,21,0
14042,431.98,1,180,360,1
14043,304.25,2,153,126,0
14044,2470.28,6,1818,53,0
14045,9653.28,13,4054,8,0
14047,2946.42,10,1268,7,0
14048,338.76,2,179,17,0
14049,7557.309999999999,9,4739,22,0
14051,6823.610000000001,15,2191,1,0
14052,255.45,1,98,25,0
14053,312.05,2,275,32,0
14055,795.3199999999999,2,504,212,1
14057,2190.88,5,1609,16,0
14058,469.19,2,211,97,0
14060,3378.66,13,2733,1,0
14061,917.43,3,133,142,1
14062,15139.35,12,7206,9,0
14063,22710.2,9,3850,73,0
14064,1978.68,10,2189,65,0
14065,891.02,3,582,24,0
14068,1262.52,3,440,238,1
14069,230.06,2,59,149,1
14070,326.55,1,86,319,1
14072,390.85,1,65,301,1
14074,219.4,1,228,258,1
14075,792.61,3,740,38,0
14077,115.66,1,108,30,0
14078,643.26,4,308,8,0
14079,243.63,1,1,317,1
14080,1070.08,4,220,48,0
14081,4435.58,9,3116,4,0
14082,231.11,1,136,27,0
14083,388.83,3,234,6,0
14084,150.5,1,306,147,1
14085,5656.43,16,3380,3,0
14086,39.95,1,1,97,0
14087,651.8,2,476,39,0
14088,13544.99,3,2611,41,0
14091,9530.08,2,3316,289,1
14092,3152.54,10,1540,9,0
14094,335.22,1,177,74,0
14095,2.95,1,1,357,1
14097,422.86,2,352,116,0
14099,2661.54,9,1491,10,0
14101,3985.14,7,3600,23,0
14103,0.0,1,5,300,1
14104,555.37,3,437,24,0
14105,4722.6,4,2734,43,0
14106,214.8,1,24,372,1
14107,2174.07,4,1696,83,0
14108,447.05,2,292,366,1
14110,7304.8,21,3380,70,0
14112,2919.44,6,1888,86,0
14113,5252.1900000000005,12,2694,10,0
14114,977.56,5,549,30,0
14115,622.6700000000001,2,509,136,0
14118,458.45,1,97,63,0
14119,183.37,2,177,10,0
14122,362.42,3,114,41,0
14123,436.18,1,234,368,1
14126,466.33,1,379,79,0
14127,1190.37,3,507,15,0
14128,286.71,1,250,186,1
14129,1467.48,4,822,34,0
14130,1398.81,3,981,10,0
14131,187.87,1,118,283,1
14133,305.5,1,50,368,1
14134,11123.35,15,5814,17,0
14135,4953.61,11,5505,2,0
14136,1570.81,5,1148,35,0
14137,332.7,1,462,330,1
14139,670.98,3,539,125,0
14142,671.34,2,518,8,0
14144,30.6,1,12,121,0
14145,3857.85,3,899,94,0
14146,5259.3,7,3343,18,0
14147,2106.8,7,887,23,0
14148,309.09000000000003,1,207,49,0
14151,679.45,2,405,308,1
14152,1376.05,5,1133,22,0
14153,233.4,1,312,118,0
14154,5115.08,6,2757,16,0
14156,196566.74,102,108107,6,2
14157,569.9,3,256,24,0
14159,3245.0,9,2185,14,0
14160,8421.47,7,4661,245,1
14161,2208.36,5,1168,4,0
14163,148.71,1,57,97,0
14166,256.85,2,84,140,1
14167,721.65,4,200,99,0
14168,370.45,2,147,55,0
14169,624.4300000000001,2,208,65,0
14170,597.33,3,290,10,0
14171,135.0,1,44,365,1
14172,402.72,3,88,240,1
14173,135.16,2,44,276,1
14175,4456.58,5,1494,53,0
14176,339.11,2,117,2,0
14177,1669.93,9,843,16,0
14180,1570.73,9,159,7,0
14181,310.55,2,122,45,0
14182,678.77,4,174,78,0
14183,286.29,2,61,46,0
14186,1550.63,5,1550,62,0
14187,123.5,1,50,108,0
14189,1160.31,2,709,3,0
14190,79.9,1,2,301,1
14191,132.9,2,62,29,0
14192,293.74,1,218,23,0
14193,356.8,1,208,31,0
14194,7321.07,15,4197,27,0
14195,1603.6,4,1384,74,0
14197,390.05,1,143,45,0
14198,868.33,5,333,35,0
14199,906.3,3,226,58,0
14200,379.2,1,140,252,1
14201,446.1,3,216,44,0
14202,847.76,3,166,16,0
14203,339.34,1,80,32,0
14204,901.93,3,410,57,0
14205,1947.5,7,1138,29,0
14206,856.85,2,654,23,0
14207,157.8,1,36,322,1
14208,415.31,1,415,186,1
14209,2919.84,9,1048,20,0
14210,3955.68,11,1844,6,0
14211,2161.19,9,1333,46,0
14212,1119.66,1,894,80,0
14213,1192.2,1,244,39,0
14215,1626.61,4,927,3,0
14216,310.74,1,118,49,0
14217,1411.91,7,567,1,0
14219,543.89,2,285,44,0
14220,882.5999999999999,2,196,202,1
14221,3084.69,8,1617,84,0
14224,847.78,5,349,25,0
14225,2037.02,4,1168,69,0
14226,770.34,1,418,76,0
14227,3017.75,5,2228,49,0
14228,745.5,3,260,72,0
14229,1046.84,4,324,38,0
14230,979.8,3,246,70,0
14231,309.91,1,201,85,0
14233,1441.55,3,581,100,0
14235,1573.13,4,1055,133,0
14236,1253.78,4,502,7,0
14237,471.14,2,238,8,0
14238,287.38,2,78,297,1
14239,1882.32,10,736,66,0
14240,357.15,1,237,58,0
14241,120.0,1,96,331,1
14243,4842.28,8,2466,0,0
14244,366.42,1,814,295,1
14247,635.89,4,335,39,0
14248,730.37,2,590,94,0
14249,5625.461,12,2487,45,0
14252,350.99,1,111,16,0
14253,363.4,2,88,128,0
14254,601.03,1,263,67,0
14255,1000.63,1,1,181,1
14256,1504.93,3,757,126,0
14257,2854.73,4,1650,15,0
14258,19381.36,16,10412,30,0
14260,824.28,3,544,106,0
14263,322.93,1,171,58,0
14264,1183.39,4,483,14,0
14265,843.17,2,385,99,0
14266,40.56,1,24,63,0
14268,354.85,1,147,105,0
14269,295.73,1,123,74,0
14271,106.81,1,61,44,0
14272,482.85,2,498,197,1
14274,256.6,1,178,321,1
14275,1189.38,6,538,30,0
14276,982.94,4,662,42,0
14277,13009.61,6,87830,46,0
14278,205.83,1,131,44,0
14279,191.86,2,46,155,1
14281,245.15,1,45,43,0
14282,4120.32,11,2810,2,0
14283,628.4399999999999,4,550,98,0
14284,704.4,1,349,288,1
14285,1374.41,4,413,148,1
14286,3851.01,4,4457,39,0
14290,2201.91,3,685,48,0
14291,4020.85,12,3397,15,0
14292,4354.32,7,1766,45,0
14293,2221.37,6,1021,3,0
14294,375.34,1,190,42,0
14295,2196.71,4,945,73,0
14296,456.4,2,314,56,0
14298,39667.19,38,41929,10,0
14299,10533.87,19,6079,0,0
14301,1352.04,3,1080,51,0
14302,742.9000000000001,3,298,65,0
14303,277.94,2,218,42,0
14304,1341.56,2,636,14,0
14306,1058.0800000000002,4,990,13,0
14307,2075.31,5,1316,8,0
14308,1147.02,2,2,184,1
14309,1428.28,2,950,48,0
14310,492.1,1,230,67,0
14311,206.19,1,89,202,1
14312,1478.7,5,892,13,0
14314,109.8,1,36,65,0
14315,716.69,2,323,199,1
14316,1370.34,5,4494,57,0
14318,158.02,1,152,95,0
14319,494.85,1,329,59,0
14320,868.96,3,388,181,1
14321,687.3100000000001,2,869,66,0
14322,474.1,4,158,64,0
14324,701.61,2,402,44,0
14325,245.48,1,320,204,1
14326,757.13,2,469,98,0
14327,1583.28,5,1157,17,0
14328,445.05,1,1,73,0
14329,4912.38,8,2826,10,0
14330,200.63,1,103,258,1
14332,1077.2,2,412,16,0
14334,1766.27,4,1255,60,0
14338,339.88,1,287,171,1
14339,310.75,1,288,63,0
14341,2285.04,10,1416,55,0
14342,249.88,2,174,67,0
14343,1088.91,4,631,56,0
14344,2443.77,14,1192,2,0
14346,1294.17,3,1273,60,0
14347,82.6,1,48,371,1
14350,689.1,2,360,15,0
14353,285.9,2,280,45,0
14355,840.0500000000001,3,617,0,0
14358,400.06,2,338,24,0
14361,214.71,1,251,213,1
14363,227.47000000000003,2,105,37,0
14365,634.68,2,557,29,0
14366,136.0,1,16,160,1
14369,469.13,2,255,277,1
14370,1175.78,6,266,85,0
14372,860.08,2,378,78,0
14374,108.0,1,20,176,1
14375,875.31,2,465,85,0
14376,215.46,1,50,318,1
14378,131.25,1,57,256,1
14379,920.81,2,421,28,0
14380,48.96,1,1,317,1
14381,428.66,1,307,86,0
14382,620.73,1,464,25,0
14384,58.5,1,30,135,1
14388,3488.16,9,2419,7,0
14389,854.55,3,659,59,0
14390,1747.01,5,774,7,0
14391,135.6,1,168,211,1
14392,266.4,1,114,67,0
14394,93.8,1,58,199,1
14395,4700.3,12,2379,7,0
14396,1633.94,6,797,6,0
14398,707.79,2,267,36,0
14399,2113.16,8,968,29,0
14400,1157.77,2,1252,43,0
14401,2744.42,9,1894,59,0
14402,285.6,1,240,287,1
14403,404.7,2,218,224,1
14404,1424.79,8,817,4,0
14405,195.0,1,100,21,0
14408,1503.2400000000002,4,828,106,0
14409,1696.64,5,1171,3,0
14410,1546.07,2,806,11,0
14412,656.16,1,642,59,0
14413,647.67,3,212,45,0
14414,902.35,1,365,9,0
14415,6191.32,10,3293,14,0
14417,604.2,1,567,22,0
14419,202.85,1,69,17,0
14420,1251.65,3,786,31,0
14421,1656.26,4,977,147,1
14422,6007.88,13,3161,9,0
14423,651.41,2,299,72,0
14425,661.39,3,325,69,0
14426,7246.27,7,4324,38,0
14427,900.1800000000001,2,310,129,0
14429,516.28,1,286,38,0
14430,1220.9,3,446,146,1
14431,2143.84,3,1072,14,0
14433,289.6,1,134,100,0
14435,90.42,1,282,136,1
14436,182.64,1,168,188,1
14437,895.84,5,426,0,0
14439,6781.8,4,1718,78,0
14440,4281.05,9,1167,0,0
14441,2898.8,7,814,9,0
14442,3777.2,5,949,49,0
14443,966.27,2,582,3,0
14444,132.04,1,180,91,0
14445,221.65,1,83,90,0
14446,201.73,1,183,21,0
14447,548.5,1,342,35,0
14449,1575.7,5,1021,7,0
14450,645.19,4,281,14,0
14451,2646.18,10,1368,24,0
14452,401.15,2,170,30,0
14454,977.3,5,400,11,0
14455,628.21,4,719,67,0
14458,237.42,1,328,15,0
14459,3537.821,1,1543,286,1
14460,659.16,6,998,31,0
14461,4610.44,10,2261,17,0
14462,265.99,1,108,67,0
14463,256.95,1,31,134,0
14464,111.0,2,62,203,1
14465,2887.4100000000003,8,2141,63,0
14466,2374.5,7,1638,7,0
14467,1622.23,8,918,24,0
14468,204.24,1,164,368,1
14469,2112.21,4,980,51,0
14470,250.85,1,89,65,0
14471,400.95,2,187,226,1
14472,291.38,1,145,324,1
14474,730.42,1,313,214,1
14475,225.3,1,94,43,0
14477,660.0,3,400,71,0
14478,1276.66,4,1226,17,0
14479,982.86,3,503,0,0
14480,1020.47,3,527,37,0
14481,1674.98,3,1095,42,0
14482,2289.76,6,1245,14,0
14483,120.0,1,96,371,1
14484,749.0600000000001,3,534,36,0
14486,175.5,2,90,146,1
14487,257.28000000000003,2,102,3,0
14489,1111.55,3,712,72,0
14490,1273.47,2,933,41,0
14491,127.2,1,40,7,0
14492,1921.91,7,751,65,0
14493,2746.91,5,1898,25,0
14494,261.9,2,118,36,0
14495,51.0,1,6,294,1
14496,2129.42,6,832,8,0
14497,221.69,1,97,308,1
14498,1953.95,5,1024,36,0
14499,1323.65,4,749,9,0
14505,6096.2,11,2624,39,0
14506,1278.5,3,348,4,0
14507,1901.25,5,936,13,0
14508,598.52,3,228,11,0
14509,110.95,1,38,169,1
14510,1007.28,3,821,10,0
14512,948.19,5,620,18,0
14513,332.42,3,232,71,0
14514,3543.63,6,1907,71,0
14515,1647.17,6,783,22,0
14516,163.92,1,68,151,1
14519,206.09,2,82,318,1
14521,199.45,1,211,126,0
14522,784.08,4,443,230,1
14524,1066.03,4,500,44,0
14525,3908.44,8,2539,63,0
14526,262.4,1,179,24,0
14527,19283.48,69,4673,0,0
14530,3271.49,10,1604,31,0
14531,376.34,1,260,114,0
14532,2926.33,7,831,46,0
14533,1516.65,4,2019,42,0
14534,1824.06,8,809,32,0
14535,3166.54,6,1409,30,0
14537,285.84000000000003,1,108,258,1
14538,982.59,3,129,165,1
14540,2799.08,8,1198,14,0
14541,1038.03,6,482,51,0
14543,11276.44,23,2018,15,0
14544,957.98,1,895,105,0
14545,349.25,1,236,309,1
14546,2619.81,6,1379,11,0
14548,1974.69,7,765,119,0
14549,627.3100000000001,3,259,55,0
14550,587.69,2,382,23,0
14551,693.81,5,381,46,0
14552,346.21,2,170,15,0
14553,982.27,4,647,46,0
14555,1991.49,4,720,16,0
14556,835.34,3,331,231,1
14558,655.5,3,162,289,1
14559,75.6,1,72,25,0
14560,3876.26,22,3320,14,0
14562,1654.63,8,770,25,0
14563,679.44,2,335,144,1
14564,2605.62,2,1295,69,0
14565,760.1,1,400,108,0
14566,2660.0,3,1600,52,0
14568,919.7,1,645,70,0
14569,371.59,3,179,87,0
14570,395.69,1,336,78,0
14571,161.65,1,57,60,0
14572,2782.34,4,1505,52,0
14573,968.0,5,291,7,0
14574,143.70000000000002,1,63,367,1
14575,460.71,1,176,123,0
14576,35.400000000000006,1,12,7,0
14577,514.54,3,220,29,0
14579,105.56,1,56,67,0
14580,14.85,1,3,153,1
14581,295.2,1,92,179,1
14583,728.48,3,363,18,0
14584,705.65,4,580,56,0
14585,986.22,4,539,17,0
14588,135.39,1,62,213,1
14589,39.75,1,5,6,0
14590,3006.62,20,904,59,0
14593,3094.02,9,1543,32,0
14594,255.0,1,146,8,0
14595,423.85,2,250,88,0
14596,229.47,1,79,261,1
14597,1318.39,4,870,14,0
14598,162.07,1,165,204,1
14599,474.54,2,295,25,0
14600,471.84,1,362,28,0
14602,205.36,1,80,291,1
14604,143.86,1,88,268,1
14605,937.16,4,424,9,0
14606,18704.41,102,9411,1,2
14607,7568.13,8,3819,102,0
14608,1567.79,7,490,14,0
14609,884.64,6,5694,25,0
14610,24.35,2,15,30,0
14611,604.3299999999999,2,582,78,0
14612,877.7,1,134,50,0
14613,76.32000000000001,1,72,315,1
14614,295.13,1,189,21,0
14615,951.76,5,495,29,0
14616,121.7,2,66,20,0
14617,190.47000000000003,2,81,37,0
14618,788.88,4,440,11,0
14619,896.8000000000001,1,442,176,1
14621,1212.21,4,713,146,1
14623,1170.33,5,640,15,0
14624,588.22,4,483,50,0
14625,3598.25,9,1820,9,0
14626,2619.65,7,1732,30,0
14627,462.75,1,284,14,0
14628,1326.04,3,875,77,0
14630,338.65,1,111,119,0
14631,1018.71,3,785,21,0
14634,2124.46,4,1906,72,0
14635,215.22,1,118,88,0
14637,106.68,1,100,312,1
14639,1994.47,3,979,43,0
14640,1541.98,4,765,44,0
14643,986.08,3,562,252,1
14644,1416.96,5,512,49,0
14645,279.8,1,206,269,1
14646,248396.5,78,170342,9,2
14647,276.75,1,85,158,1
14648,4546.86,15,3326,51,0
14649,2358.02,5,1446,17,0
14650,62.5,1,22,223,1
14651,1379.52,7,542,29,0
14653,1666.99,5,1026,148,1
14654,246.86,1,273,373,1
14655,1946.28,3,1252,23,0
14656,523.6,3,198,50,0
14657,612.65,2,419,64,0
14662,645.16,3,333,62,0
14663,490.6,2,397,65,0
14665,913.95,2,404,62,0
14667,12685.94,31,7625,0,0
14668,111.63,1,49,80,0
14669,1973.94,4,1279,268,1
14670,190.47,1,97,367,1
14671,1127.45,2,571,184,1
14672,347.59,2,192,150,1
14673,1674.41,3,1031,2,0
14674,173.66,1,103,144,1
14675,462.15,1,385,23,0
14676,5808.55,6,6292,29,0
14677,184.91,1,139,227,1
14678,403.39,1,179,214,1
14679,1289.44,3,794,16,0
14680,28658.66,43,13888,6,0
14681,376.2000000000001,3,96,22,0
14682,1462.81,4,869,63,0
14683,146.56,1,386,223,1
14684,232.27,1,186,25,0
14685,4619.79,8,2012,211,1
14686,885.83,5,475,49,0
14687,773.6800000000001,2,380,35,0
14688,2082.7,8,1959,8,0
14690,422.63,2,174,27,0
14692,1153.54,8,640,15,0
14693,992.46,6,354,60,0
14694,244.31,1,193,252,1
14695,1620.07,3,678,154,1
14696,688.95,2,521,8,0
14699,593.47,3,407,70,0
14700,880.96,2,292,50,0
14701,2012.72,6,850,77,0
14702,3462.08,13,1619,0,0
14704,266.66,2,127,59,0
14706,390.69,1,263,253,1
14707,139.2,2,96,70,0
14708,1085.91,3,888,3,0
14709,3965.29,12,1657,14,0
14710,1316.46,9,773,14,0
14712,411.0,1,96,53,0
14713,2752.51,11,1841,0,0
14714,746.05,3,413,42,0
14715,973.07,4,513,77,0
14716,235.77,1,148,79,0
14717,81.3,1,32,368,1
14718,226.42,1,202,45,0
14721,115.77,1,59,14,0
14722,325.45,2,102,112,0
14723,934.76,7,613,6,0
14724,345.25,1,187,225,1
14725,597.16,3,747,29,0
14726,124.75,1,91,289,1
14727,199.35,2,406,181,1
14728,190.58,1,68,48,0
14729,593.89,3,377,8,0
14732,2814.58,11,868,27,0
14733,6599.06,4,2727,2,0
14734,1056.42,4,378,60,0
14735,6174.47,24,2249,23,0
14736,401.08,2,164,120,0
14737,2389.62,1,726,35,0
14738,507.45,2,156,195,1
14739,8385.22,19,6352,2,0
14740,2712.85,8,1346,44,0
14741,497.25,2,279,7,0
14742,579.85,1,374,70,0
14743,50.48,1,40,227,1
14744,2785.1,8,1920,1,0
14745,1351.55,7,939,136,0
14746,593.5,4,398,41,0
14748,1736.57,7,1529,3,0
14749,310.15,1,403,114,0
14750,112.03,1,65,371,1
14751,126.45,2,65,319,1
14753,306.36,1,201,95,0
14754,912.43,4,525,60,0
14755,4962.27,14,2182,16,0
14756,1914.8,2,1007,17,0
14758,1380.91,3,421,31,0
14761,192.02,1,88,79,0
14762,117.05,1,87,261,1
14766,4082.76,6,2714,1,0
14767,382.81,1,117,109,0
14769,5097.13,9,3819,25,0
14770,2761.2200000000003,6,1108,102,0
14771,594.62,2,622,256,1
14773,140.55,1,53,227,1
14774,241.45,1,99,163,1
14775,406.56,1,384,7,0
14776,1170.0,4,1524,22,0
14777,307.56,1,212,38,0
14783,307.3,1,262,294,1
14784,159.94,1,126,24,0
14786,90.96,1,112,185,1
14787,110.65,1,59,106,0
14788,476.88,1,298,231,1
14790,1781.56,6,1943,9,0
14791,303.63,1,127,241,1
14793,396.91,1,270,170,1
14794,633.99,3,110,37,0
14796,2867.15,11,1628,1,0
14797,300.31,1,99,142,1
