Customer ID,TotalPrice,TotalOrders,TotalItems,DaysSinceLastPurchase
13776,623.98,2,2,63
13777,30501.26,37,13845,1
13778,945.79,3,441,126
13779,161.13,1,53,150
13780,375.81,1,163,42
13781,650.99,2,270,227
13782,881.72,7,278,88
13783,1542.09,4,3437,122
13784,447.44,3,334,69
13785,542.49,4,151,63
13786,3128.54,6,1516,2
13787,913.46,4,661,93
13788,3.75,1,1,140
13789,239.46,1,258,23
13792,188.4,1,64,57
13793,96.0,1,52,281
13794,126.03,1,63,181
13795,836.3,4,1250,23
13796,289.7,1,218,134
13797,1179.45,3,573,71
13798,38683.02,54,24399,7
13799,2114.71,7,1137,79
13800,1121.24,2,560,65
13802,21659.69,16,11557,9
13803,1061.84,2,710,66
13804,572.73,2,335,70
13807,422.2,3,116,2
13809,524.65,2,252,29
13813,1398.61,4,740,162
13814,678.2,1,350,162
13815,3448.38,4,2821,41
13818,61.28,1,60,64
13819,1502.0,3,1200,304
13820,660.65,3,287,53
13821,1025.09,4,330,28
13823,2445.79,5,1125,15
13824,1615.82,7,674,14
13825,255.59,2,182,256
13829,102.0,1,12,56
13830,156.85000000000002,1,47,216
13831,4820.59,13,1812,4
13832,561.49,1,394,57
13833,316.56,1,126,39
13834,324.19,2,221,211
13835,260.7,3,78,154
13836,620.37,2,273,34
13838,1274.36,7,531,4
13839,139.95000000000002,1,25,121
13840,651.4,1,358,51
13842,2244.29,10,1111,1
13843,319.75,1,145,16
13846,442.73,1,317,34
13847,310.72,1,96,354
13848,2080.0,6,6500,1
13849,1931.35,3,867,32
13851,1955.0,5,820,14
13852,187.35,1,85,245
13854,4144.44,15,1414,0
13855,1310.34,4,575,135
13856,753.53,8,611,98
13857,1001.01,6,782,28
13859,314.7,1,38,164
13861,273.26,2,225,64
13862,346.73,1,239,24
13863,933.77,3,329,100
13864,662.4000000000001,1,192,21
13869,5006.62,6,2637,16
13870,2941.14,7,2124,22
13871,1482.6,4,696,63
13872,919.57,3,339,162
13873,649.32,5,332,18
13874,1508.7,6,684,139
13875,3027.58,9,1756,22
13877,332.44,2,370,105
13878,1191.53,3,484,182
13879,395.5,1,204,280
13880,1171.89,5,747,2
13881,28019.58,23,19642,10
13883,3885.54,10,2148,38
13884,1100.88,5,497,11
13888,1563.42,5,645,39
13889,1574.3300000000002,5,833,17
13890,1043.57,4,561,9
13891,863.5600000000001,3,479,13
13892,634.68,2,2142,112
13895,1415.45,2,695,150
13896,388.55,1,149,260
13897,849.56,2,620,73
13898,530.47,1,411,46
13900,869.64,3,508,24
13901,2809.14,10,1605,9
13902,34095.26,5,220600,267
13903,165.45000000000002,1,103,35
13905,312.65,1,135,367
13906,42.0,1,100,44
13907,136.8,1,68,326
13909,286.6,2,302,58
13911,1654.08,11,1756,14
13912,124.95,1,29,58
13913,42.22,1,10,141
13915,70.80000000000001,1,24,29
13916,1275.81,4,673,98
13919,975.87,2,659,59
13920,1774.68,4,1772,66
13921,730.7,4,210,37
13922,692.95,2,374,72
13927,359.27,1,249,72
13929,2651.45,9,1423,51
13931,4019.85,9,2763,27
13935,6116.92,3,2252,231
13936,563.08,2,331,17
13937,721.28,1,464,37
13939,992.41,4,761,66
13941,6009.34,11,3062,7
13942,320.0,1,1000,169
13943,246.54,1,94,212
13944,200.43,1,153,288
13945,854.15,2,413,29
13946,1314.66,3,2404,11
13948,446.76,3,208,46
13952,9572.45,12,4516,15
13953,3125.0,5,2500,44
13955,222.21,1,120,10
13957,458.25,3,157,52
13958,4709.2300000000005,8,2264,14
13959,477.98,3,343,34
13961,538.4,1,226,27
13962,193.25,1,73,70
13963,2347.33,14,1601,2
13964,438.9,2,228,22
13965,996.61,3,425,111
13966,390.86,1,772,70
13967,85.6,1,24,31
13968,123.66,1,174,58
13969,4311.93,18,2275,0
13970,846.55,2,469,21
13971,1909.31,6,1240,58
13974,264.13,1,107,217
13975,2832.56,6,2202,28
13976,834.38,3,298,141
13977,519.8100000000001,1,303,46
13979,2546.36,6,1657,28
13980,599.78,4,305,74
13981,331.14,1,234,50
13982,2573.78,6,1600,0
13983,4505.02,10,2974,1
13984,1128.09,8,742,1
13985,2960.73,7,1491,9
13987,682.54,2,492,14
13988,609.84,2,341,18
13989,759.98,3,894,99
13992,142.7,2,90,15
13993,3309.35,10,1235,14
13995,2508.32,9,1480,14
13996,895.76,2,613,21
13997,382.31,3,146,154
13998,566.7,3,204,81
13999,5600.45,17,2800,9
14000,1410.68,4,1128,49
14001,2487.01,7,911,8
14003,209.41,1,149,367
14004,1675.81,4,757,28
14006,1234.48,4,1540,163
14007,79.48,1,16,147
14008,509.04,1,326,67
14009,404.3,1,586,97
14010,445.15,2,177,200
14011,457.82,2,644,115
14013,611.5500000000001,2,313,15
14014,1443.03,2,928,11
14016,7062.2,7,3597,31
14017,229.75,1,73,206
14018,367.15,1,224,280
14020,606.21,2,207,111
14021,1084.68,4,686,9
14022,352.15000000000003,1,194,121
14024,318.04,1,88,25
14025,4057.9,8,1920,99
14026,713.11,2,427,105
14028,10396.5,3,7170,185
14030,5902.2,14,2871,1
14031,23712.31,27,8719,0
14032,1874.68,6,1884,1
14033,109.44,1,576,190
14035,1428.7,4,680,41
14037,689.75,4,544,113
14038,1509.5,2,743,32
14039,115.08,1,100,210
14040,9030.65,23,3490,21
14042,431.98,1,180,360
14043,304.25,2,153,126
14044,2470.28,6,1818,53
14045,9653.28,13,4054,8
14047,2946.42,10,1268,7
14048,338.76,2,179,17
14049,7557.309999999999,9,4739,22
14051,6823.610000000001,15,2191,1
14052,255.45,1,98,25
14053,312.05,2,275,32
14055,795.3199999999999,2,504,212
14057,2190.88,5,1609,16
14058,469.19,2,211,97
14060,3378.66,13,2733,1
14061,917.43,3,133,142
14062,15139.35,12,7206,9
14063,22710.2,9,3850,73
14064,1978.68,10,2189,65
14065,891.02,3,582,24
14068,1262.52,3,440,238
14069,230.06,2,59,149
14070,326.55,1,86,319
14072,390.85,1,65,301
14074,219.4,1,228,258
14075,792.61,3,740,38
14077,115.66,1,108,30
14078,643.26,4,308,8
14079,243.63,1,1,317
14080,1070.08,4,220,48
14081,4435.58,9,3116,4
14082,231.11,1,136,27
14083,388.83,3,234,6
14084,150.5,1,306,147
14085,5656.43,16,3380,3
14086,39.95,1,1,97
14087,651.8,2,476,39
14088,13544.99,3,2611,41
14091,9530.08,2,3316,289
14092,3152.54,10,1540,9
14094,335.22,1,177,74
14095,2.95,1,1,357
14097,422.86,2,352,116
14099,2661.54,9,1491,10
14101,3985.14,7,3600,23
14103,0.0,1,5,300
14104,555.37,3,437,24
14105,4722.6,4,2734,43
14106,214.8,1,24,372
14107,2174.07,4,1696,83
14108,447.05,2,292,366
14110,7304.8,21,3380,70
14112,2919.44,6,1888,86
14113,5252.1900000000005,12,2694,10
14114,977.56,5,549,30
14115,622.6700000000001,2,509,136
14118,458.45,1,97,63
14119,183.37,2,177,10
14122,362.42,3,114,41
14123,436.18,1,234,368
14126,466.33,1,379,79
14127,1190.37,3,507,15
14128,286.71,1,250,186
14129,1467.48,4,822,34
14130,1398.81,3,981,10
14131,187.87,1,118,283
14133,305.5,1,50,368
14134,11123.35,15,5814,17
14135,4953.61,11,5505,2
14136,1570.81,5,1148,35
14137,332.7,1,462,330
14139,670.98,3,539,125
14142,671.34,2,518,8
14144,30.6,1,12,121
14145,3857.85,3,899,94
14146,5259.3,7,3343,18
14147,2106.8,7,887,23
14148,309.09000000000003,1,207,49
14151,679.45,2,405,308
14152,1376.05,5,1133,22
14153,233.4,1,312,118
14154,5115.08,6,2757,16
14156,196566.74,102,108107,6
14157,569.9,3,256,24
14159,3245.0,9,2185,14
14160,8421.47,7,4661,245
14161,2208.36,5,1168,4
14163,148.71,1,57,97
14166,256.85,2,84,140
14167,721.65,4,200,99
14168,370.45,2,147,55
14169,624.4300000000001,2,208,65
14170,597.33,3,290,10
14171,135.0,1,44,365
14172,402.72,3,88,240
14173,135.16,2,44,276
14175,4456.58,5,1494,53
14176,339.11,2,117,2
14177,1669.93,9,843,16
14180,1570.73,9,159,7
14181,310.55,2,122,45
14182,678.77,4,174,78
14183,286.29,2,61,46
14186,1550.63,5,1550,62
14187,123.5,1,50,108
14189,1160.31,2,709,3
14190,79.9,1,2,301
14191,132.9,2,62,29
14192,293.74,1,218,23
14193,356.8,1,208,31
14194,7321.07,15,4197,27
14195,1603.6,4,1384,74
14197,390.05,1,143,45
14198,868.33,5,333,35
14199,906.3,3,226,58
14200,379.2,1,140,252
14201,446.1,3,216,44
14202,847.76,3,166,16
14203,339.34,1,80,32
14204,901.93,3,410,57
14205,1947.5,7,1138,29
14206,856.85,2,654,23
14207,157.8,1,36,322
14208,415.31,1,415,186
14209,2919.84,9,1048,20
14210,3955.68,11,1844,6
14211,2161.19,9,1333,46
14212,1119.66,1,894,80
14213,1192.2,1,244,39
14215,1626.61,4,927,3
14216,310.74,1,118,49
14217,1411.91,7,567,1
14219,543.89,2,285,44
14220,882.5999999999999,2,196,202
14221,3084.69,8,1617,84
14224,847.78,5,349,25
14225,2037.02,4,1168,69
14226,770.34,1,418,76
14227,3017.75,5,2228,49
14228,745.5,3,260,72
14229,1046.84,4,324,38
14230,979.8,3,246,70
14231,309.91,1,201,85
14233,1441.55,3,581,100
14235,1573.13,4,1055,133
14236,1253.78,4,502,7
14237,471.14,2,238,8
14238,287.38,2,78,297
14239,1882.32,10,736,66
14240,357.15,1,237,58
14241,120.0,1,96,331
14243,4842.28,8,2466,0
14244,366.42,1,814,295
14247,635.89,4,335,39
14248,730.37,2,590,94
14249,5625.461,12,2487,45
14252,350.99,1,111,16
14253,363.4,2,88,128
14254,601.03,1,263,67
14255,1000.63,1,1,181
14256,1504.93,3,757,126
14257,2854.73,4,1650,15
14258,19381.36,16,10412,30
14260,824.28,3,544,106
14263,322.93,1,171,58
14264,1183.39,4,483,14
14265,843.17,2,385,99
14266,40.56,1,24,63
14268,354.85,1,147,105
14269,295.73,1,123,74
14271,106.81,1,61,44
14272,482.85,2,498,197
14274,256.6,1,178,321
14275,1189.38,6,538,30
14276,982.94,4,662,42
14277,13009.61,6,87830,46
14278,205.83,1,131,44
14279,191.86,2,46,155
14281,245.15,1,45,43
14282,4120.32,11,2810,2
14283,628.4399999999999,4,550,98
14284,704.4,1,349,288
14285,1374.41,4,413,148
14286,3851.01,4,4457,39
14290,2201.91,3,685,48
14291,4020.85,12,3397,15
14292,4354.32,7,1766,45
14293,2221.37,6,1021,3
14294,375.34,1,190,42
14295,2196.71,4,945,73
14296,456.4,2,314,56
14298,39667.19,38,41929,10
14299,10533.87,19,6079,0
14301,1352.04,3,1080,51
14302,742.9000000000001,3,298,65
14303,277.94,2,218,42
14304,1341.56,2,636,14
14306,1058.0800000000002,4,990,13
14307,2075.31,5,1316,8
14308,1147.02,2,2,184
14309,1428.28,2,950,48
14310,492.1,1,230,67
14311,206.19,1,89,202
14312,1478.7,5,892,13
14314,109.8,1,36,65
14315,716.69,2,323,199
14316,1370.34,5,4494,57
14318,158.02,1,152,95
14319,494.85,1,329,59
14320,868.96,3,388,181
14321,687.3100000000001,2,869,66
14322,474.1,4,158,64
14324,701.61,2,402,44
14325,245.48,1,320,204
14326,757.13,2,469,98
14327,1583.28,5,1157,17
14328,445.05,1,1,73
14329,4912.38,8,2826,10
14330,200.63,1,103,258
14332,1077.2,2,412,16
14334,1766.27,4,1255,60
14338,339.88,1,287,171
14339,310.75,1,288,63
14341,2285.04,10,1416,55
14342,249.88,2,174,67
14343,1088.91,4,631,56
14344,2443.77,14,1192,2
14346,1294.17,3,1273,60
14347,82.6,1,48,371
14350,689.1,2,360,15
14353,285.9,2,280,45
14355,840.0500000000001,3,617,0
14358,400.06,2,338,24
14361,214.71,1,251,213
14363,227.47000000000003,2,105,37
14365,634.68,2,557,29
14366,136.0,1,16,160
14369,469.13,2,255,277
14370,1175.78,6,266,85
14372,860.08,2,378,78
14374,108.0,1,20,176
14375,875.31,2,465,85
14376,215.46,1,50,318
14378,131.25,1,57,256
14379,920.81,2,421,28
14380,48.96,1,1,317
14381,428.66,1,307,86
14382,620.73,1,464,25
14384,58.5,1,30,135
14388,3488.16,9,2419,7
14389,854.55,3,659,59
14390,1747.01,5,774,7
14391,135.6,1,168,211
14392,266.4,1,114,67
14394,93.8,1,58,199
14395,4700.3,12,2379,7
14396,1633.94,6,797,6
14398,707.79,2,267,36
14399,2113.16,8,968,29
14400,1157.77,2,1252,43
14401,2744.42,9,1894,59
14402,285.6,1,240,287
14403,404.7,2,218,224
14404,1424.79,8,817,4
14405,195.0,1,100,21
14408,1503.2400000000002,4,828,106
14409,1696.64,5,1171,3
14410,1546.07,2,806,11
14412,656.16,1,642,59
14413,647.67,3,212,45
14414,902.35,1,365,9
14415,6191.32,10,3293,14
14417,604.2,1,567,22
14419,202.85,1,69,17
14420,1251.65,3,786,31
14421,1656.26,4,977,147
14422,6007.88,13,3161,9
14423,651.41,2,299,72
14425,661.39,3,325,69
14426,7246.27,7,4324,38
14427,900.1800000000001,2,310,129
14429,516.28,1,286,38
14430,1220.9,3,446,146
14431,2143.84,3,1072,14
14433,289.6,1,134,100
14435,90.42,1,282,136
14436,182.64,1,168,188
14437,895.84,5,426,0
14439,6781.8,4,1718,78
14440,4281.05,9,1167,0
14441,2898.8,7,814,9
14442,3777.2,5,949,49
14443,966.27,2,582,3
14444,132.04,1,180,91
14445,221.65,1,83,90
14446,201.73,1,183,21
14447,548.5,1,342,35
14449,1575.7,5,1021,7
14450,645.19,4,281,14
14451,2646.18,10,1368,24
14452,401.15,2,170,30
14454,977.3,5,400,11
14455,628.21,4,719,67
14458,237.42,1,328,15
14459,3537.821,1,1543,286
14460,659.16,6,998,31
14461,4610.44,10,2261,17
14462,265.99,1,108,67
14463,256.95,1,31,134
14464,111.0,2,62,203
14465,2887.4100000000003,8,2141,63
14466,2374.5,7,1638,7
14467,1622.23,8,918,24
14468,204.24,1,164,368
14469,2112.21,4,980,51
14470,250.85,1,89,65
14471,400.95,2,187,226
14472,291.38,1,145,324
14474,730.42,1,313,214
14475,225.3,1,94,43
14477,660.0,3,400,71
14478,1276.66,4,1226,17
14479,982.86,3,503,0
14480,1020.47,3,527,37
14481,1674.98,3,1095,42
14482,2289.76,6,1245,14
14483,120.0,1,96,371
14484,749.0600000000001,3,534,36
14486,175.5,2,90,146
14487,257.28000000000003,2,102,3
14489,1111.55,3,712,72
14490,1273.47,2,933,41
14491,127.2,1,40,7
14492,1921.91,7,751,65
14493,2746.91,5,1898,25
14494,261.9,2,118,36
14495,51.0,1,6,294
14496,2129.42,6,832,8
14497,221.69,1,97,308
14498,1953.95,5,1024,36
14499,1323.65,4,749,9
14505,6096.2,11,2624,39
14506,1278.5,3,348,4
14507,1901.25,5,936,13
14508,598.52,3,228,11
14509,110.95,1,38,169
14510,1007.28,3,821,10
14512,948.19,5,620,18
14513,332.42,3,232,71
14514,3543.63,6,1907,71
14515,1647.17,6,783,22
14516,163.92,1,68,151
14519,206.09,2,82,318
14521,199.45,1,211,126
14522,784.08,4,443,230
14524,1066.03,4,500,44
14525,3908.44,8,2539,63
14526,262.4,1,179,24
14527,19283.48,69,4673,0
14530,3271.49,10,1604,31
14531,376.34,1,260,114
14532,2926.33,7,831,46
14533,1516.65,4,2019,42
14534,1824.06,8,809,32
14535,3166.54,6,1409,30
14537,285.84000000000003,1,108,258
14538,982.59,3,129,165
14540,2799.08,8,1198,14
14541,1038.03,6,482,51
14543,11276.44,23,2018,15
14544,957.98,1,895,105
14545,349.25,1,236,309
14546,2619.81,6,1379,11
14548,1974.69,7,765,119
14549,627.3100000000001,3,259,55
14550,587.69,2,382,23
14551,693.81,5,381,46
14552,346.21,2,170,15
14553,982.27,4,647,46
14555,1991.49,4,720,16
14556,835.34,3,331,231
14558,655.5,3,162,289
14559,75.6,1,72,25
14560,3876.26,22,3320,14
14562,1654.63,8,770,25
14563,679.44,2,335,144
14564,2605.62,2,1295,69
14565,760.1,1,400,108
14566,2660.0,3,1600,52
14568,919.7,1,645,70
14569,371.59,3,179,87
14570,395.69,1,336,78
14571,161.65,1,57,60
14572,2782.34,4,1505,52
14573,968.0,5,291,7
14574,143.70000000000002,1,63,367
14575,460.71,1,176,123
14576,35.400000000000006,1,12,7
14577,514.54,3,220,29
14579,105.56,1,56,67
14580,14.85,1,3,153
14581,295.2,1,92,179
14583,728.48,3,363,18
14584,705.65,4,580,56
14585,986.22,4,539,17
14588,135.39,1,62,213
14589,39.75,1,5,6
14590,3006.62,20,904,59
14593,3094.02,9,1543,32
14594,255.0,1,146,8
14595,423.85,2,250,88
14596,229.47,1,79,261
14597,1318.39,4,870,14
14598,162.07,1,165,204
14599,474.54,2,295,25
14600,471.84,1,362,28
14602,205.36,1,80,291
14604,143.86,1,88,268
14605,937.16,4,424,9
14606,18704.41,102,9411,1
14607,7568.13,8,3819,102
14608,1567.79,7,490,14
14609,884.64,6,5694,25
14610,24.35,2,15,30
14611,604.3299999999999,2,582,78
14612,877.7,1,134,50
14613,76.32000000000001,1,72,315
14614,295.13,1,189,21
14615,951.76,5,495,29
14616,121.7,2,66,20
14617,190.47000000000003,2,81,37
14618,788.88,4,440,11
14619,896.8000000000001,1,442,176
14621,1212.21,4,713,146
14623,1170.33,5,640,15
14624,588.22,4,483,50
14625,3598.25,9,1820,9
14626,2619.65,7,1732,30
14627,462.75,1,284,14
14628,1326.04,3,875,77
14630,338.65,1,111,119
14631,1018.71,3,785,21
14634,2124.46,4,1906,72
14635,215.22,1,118,88
14637,106.68,1,100,312
14639,1994.47,3,979,43
14640,1541.98,4,765,44
14643,986.08,3,562,252
14644,1416.96,5,512,49
14645,279.8,1,206,269
14646,248396.5,78,170342,9
14647,276.75,1,85,158
14648,4546.86,15,3326,51
14649,2358.02,5,1446,17
14650,62.5,1,22,223
14651,1379.52,7,542,29
14653,1666.99,5,1026,148
14654,246.86,1,273,373
14655,1946.28,3,1252,23
14656,523.6,3,198,50
14657,612.65,2,419,64
14662,645.16,3,333,62
14663,490.6,2,397,65
14665,913.95,2,404,62
14667,12685.94,31,7625,0
14668,111.63,1,49,80
14669,1973.94,4,1279,268
14670,190.47,1,97,367
14671,1127.45,2,571,184
14672,347.59,2,192,150
14673,1674.41,3,1031,2
14674,173.66,1,103,144
14675,462.15,1,385,23
14676,5808.55,6,6292,29
14677,184.91,1,139,227
14678,403.39,1,179,214
14679,1289.44,3,794,16
14680,28658.66,43,13888,6
14681,376.2000000000001,3,96,22
14682,1462.81,4,869,63
14683,146.56,1,386,223
14684,232.27,1,186,25
14685,4619.79,8,2012,211
14686,885.83,5,475,49
14687,773.6800000000001,2,380,35
14688,2082.7,8,1959,8
14690,422.63,2,174,27
14692,1153.54,8,640,15
14693,992.46,6,354,60
14694,244.31,1,193,252
14695,1620.07,3,678,154
14696,688.95,2,521,8
14699,593.47,3,407,70
14700,880.96,2,292,50
14701,2012.72,6,850,77
14702,3462.08,13,1619,0
14704,266.66,2,127,59
14706,390.69,1,263,253
14707,139.2,2,96,70
14708,1085.91,3,888,3
14709,3965.29,12,1657,14
14710,1316.46,9,773,14
14712,411.0,1,96,53
14713,2752.51,11,1841,0
14714,746.05,3,413,42
14715,973.07,4,513,77
14716,235.77,1,148,79
14717,81.3,1,32,368
14718,226.42,1,202,45
14721,115.77,1,59,14
14722,325.45,2,102,112
14723,934.76,7,613,6
14724,345.25,1,187,225
14725,597.16,3,747,29
14726,124.75,1,91,289
14727,199.35,2,406,181
14728,190.58,1,68,48
14729,593.89,3,377,8
14732,2814.58,11,868,27
14733,6599.06,4,2727,2
14734,1056.42,4,378,60
14735,6174.47,24,2249,23
14736,401.08,2,164,120
14737,2389.62,1,726,35
14738,507.45,2,156,195
14739,8385.22,19,6352,2
14740,2712.85,8,1346,44
14741,497.25,2,279,7
14742,579.85,1,374,70
14743,50.48,1,40,227
14744,2785.1,8,1920,1
14745,1351.55,7,939,136
14746,593.5,4,398,41
14748,1736.57,7,1529,3
14749,310.15,1,403,114
14750,112.03,1,65,371
14751,126.45,2,65,319
14753,306.36,1,201,95
14754,912.43,4,525,60
14755,4962.27,14,2182,16
14756,1914.8,2,1007,17
14758,1380.91,3,421,31
14761,192.02,1,88,79
14762,117.05,1,87,261
14766,4082.76,6,2714,1
14767,382.81,1,117,109
14769,5097.13,9,3819,25
14770,2761.2200000000003,6,1108,102
14771,594.62,2,622,256
14773,140.55,1,53,227
14774,241.45,1,99,163
14775,406.56,1,384,7
14776,1170.0,4,1524,22
14777,307.56,1,212,38
14783,307.3,1,262,294
14784,159.94,1,126,24
14786,90.96,1,112,185
14787,110.65,1,59,106
14788,476.88,1,298,231
14790,1781.56,6,1943,9
14791,303.63,1,127,241
14793,396.91,1,270,170
14794,633.99,3,110,37
14796,2867.15,11,1628,1
14797,300.31,1,99,142
14798,550.5699999999999,5,451,16
14799,180.45,1,349,372
14800,3434.58,6,3312,4
14802,1502.98,2,2,73
14805,549.99,3,306,39
14806,110.04,1,93,74
14807,519.29,2,247,25
14809,686.76,2,232,256
14810,449.14,3,231,4
14811,170.5,1,74,22
14812,185.8,1,136,233
14813,935.44,4,407,4
14814,160.46,1,96,216
14817,2849.52,5,1807,30
14818,512.61,3,222,93
14819,198.09,2,64,129
14820,767.47,5,471,15
14821,1237.65,7,465,1
14822,157.70000000000002,1,94,120
14824,2895.2000000000003,6,1429,14
14825,2698.17,13,1857,3
14826,385.2,2,152,216
14827,0.0,1,5,300
14828,7699.7,10,7546,23
14829,995.29,4,695,7
14831,1676.57,3,885,315
14832,322.69,1,1,265
14833,94.8,1,58,133
14834,485.86,1,138,42
14835,297.0,2,180,163
14837,1810.82,5,1594,77
14838,773.6700000000001,2,362,58
14839,915.28,3,927,53
14840,299.86,1,148,174
14841,3867.24,8,2386,9
14843,211.8,1,132,71
14844,3512.62,6,2536,65
14845,150.0,1,600,234
14846,437.4,1,193,62
14847,1039.55,2,413,42
14848,310.56,1,260,39
14849,7832.91,21,6332,8
14850,1468.26,6,1115,52
14851,318.06,1,306,265
14852,3310.49,12,2624,59
14853,901.07,3,263,58
14854,1563.03,4,1167,25
14855,5874.65,5,3243,109
14857,2478.731,5,1617,77
14858,180.75,1,105,140
14859,351.9,1,217,189
14861,1254.94,9,959,15
14865,77.52000000000001,3,192,7
14866,6460.32,8,2481,1
14867,2241.78,13,668,30
14868,1230.42,4,825,15
14869,2078.54,4,1588,23
14870,1511.7,5,364,48
14871,736.59,5,269,128
14872,816.6,3,662,118
14873,334.45,1,143,268
14874,116.18,1,148,170
14875,1397.08,1,774,76
14876,256.7,2,162,156
14877,437.0,2,171,53
14878,2619.7000000000003,16,1630,11
14879,185.06,1,104,319
14882,3038.4500000000003,12,1482,25
14884,120.6,1,72,304
14885,832.8,2,584,62
14890,691.6,2,585,253
14891,552.35,2,283,51
14892,202.35,1,79,325
14893,571.76,1,248,252
14894,837.0600000000001,2,338,78
14895,13980.83,18,5863,18
14896,1623.65,7,838,0
14897,1774.16,4,694,44
14898,2204.29,9,1227,6
14899,1384.88,1,586,30
14900,13.919999999999998,1,48,157
14901,868.36,5,392,1
14902,702.96,2,498,30
14904,615.2,2,564,43
14905,1355.24,6,722,9
14906,68.44,1,1,80
14907,2664.69,10,1126,2
14908,104.1,1,50,98
14909,1404.68,3,888,72
14911,152147.57,205,69722,0
14912,1021.4,4,848,36
14913,2845.7,4,2212,23
14915,1503.77,9,595,10
14916,1773.97,4,1279,66
14917,1123.75,2,891,231
14918,4345.66,7,1876,39
14919,359.35,1,129,174
14920,629.4,1,377,200
14922,843.74,2,376,28
14924,620.96,2,248,245
14926,359.4,2,204,16
14927,308.2,1,196,31
14928,223.91000000000005,1,268,262
14929,612.8100000000001,1,351,56
14930,2873.77,3,1033,105
14932,666.13,2,257,0
14933,1770.0,4,600,78
14934,1612.56,3,1058,13
14935,1065.12,1,996,254
14936,4273.79,4,2189,25
14938,2322.43,2,1369,197
14940,531.49,2,384,52
14941,182.1,1,80,213
14942,746.56,4,354,36
14943,107.62,1,46,298
14944,3884.42,7,2049,24
14945,179.4,1,156,48
14947,758.97,4,237,23
14949,515.0,4,250,104
14952,9529.86,21,3622,31
14953,723.95,3,803,53
14954,167.27,1,92,338
14955,163.77,1,74,367
14956,1325.0,1,2500,56
14957,274.8,1,71,279
14958,458.26,3,120,230
14961,9365.47,13,4664,14
14962,240.21000000000004,3,79,174
14963,1676.68,7,1141,14
14966,924.52,5,911,22
14967,1518.81,5,512,76
14968,357.4,1,131,93
14969,906.23,1,665,338
14970,3327.29,8,732,44
14972,30.300000000000004,1,12,16
14975,192.45,1,127,56
14977,31.93,1,17,360
14978,1210.72,5,215,65
14979,439.46,1,213,370
14980,150.68,1,79,372
14981,270.8,1,144,58
14982,237.78,1,125,207
14983,183.2,1,90,324
14984,1058.14,4,290,23
14986,566.9,2,342,11
14987,1387.4499999999998,7,543,0
14988,1732.06,6,1135,15
14989,342.4,1,200,296
14990,305.42,2,130,247
14991,314.67,1,191,65
14992,210.5,1,145,77
14993,36.13,1,21,198
14994,960.63,5,577,17
14996,442.29,2,404,116
14997,230.4,1,288,290
14998,340.86,2,97,63
14999,129.48000000000002,1,88,227
15001,230.86,2,81,29
15002,3175.52,6,1656,2
15003,1060.7,6,547,108
15005,7789.63,29,4609,1
15006,323.05,1,114,88
15008,360.0,2,1500,115
15011,416.6,2,289,30
15012,437.58,2,248,8
15013,1641.3,10,1747,122
15015,2365.02,13,1593,136
15016,460.26,4,171,28
15018,111.25,1,21,2
15020,203.42,1,112,14
15021,869.01,4,370,1
15022,281.05,1,113,312
15023,5367.92,10,2181,4
15024,2414.18,8,1281,2
15025,636.08,1,326,203
15026,592.61,2,388,10
15027,2129.45,6,2217,30
15028,530.58,3,337,3
15029,365.1,1,234,254
15030,1461.63,6,853,15
15031,2488.44,10,1214,29
15032,8821.55,7,5291,1
15034,4004.79,6,2366,21
15037,402.51,2,301,11
15038,604.37,4,224,4
15039,20116.99,47,8974,3
15040,7.49,1,1,176
15041,113.67,1,93,79
15042,179.52,1,208,230
15043,2336.8,5,731,98
15044,8504.1,18,2484,14
15046,2598.62,10,1250,60
15048,98.7,1,32,3
15050,2411.7,2,1404,56
15051,2543.55,6,2042,14
15055,560.07,3,230,109
15056,133.45,1,81,155
15057,1766.46,3,726,78
15058,1285.04,5,591,11
15059,2185.85,10,1013,11
15061,83284.38,86,51791,2
15062,1597.76,4,1109,58
15064,1254.41,4,810,45
15065,168.73,1,63,45
15067,2133.12,2,1209,48
15068,623.49,2,471,53
15070,737.0500000000001,3,347,7
15071,473.49,2,147,21
15072,187.52,1,164,114
15073,1744.61,5,919,35
15074,817.46,2,608,64
15076,566.89,2,295,127
15077,2428.08,2,528,129
15078,8018.77,23,3885,3
15079,2871.74,8,1115,0
15080,546.25,2,287,62
15081,1460.92,8,616,2
15082,93.35,1,43,303
15084,965.2,2,600,14
15085,347.54,1,169,364
15086,218.53,2,95,199
15091,565.9,2,236,309
15092,318.65,1,95,97
15093,9729.09,18,7897,7
15094,83.0,2,28,98
15095,1771.04,6,1154,55
15097,660.27,2,254,218
15100,2018.7,6,254,1
15101,1160.41,4,435,150
15102,554.67,2,339,165
15105,795.98,2,536,65
15107,620.85,4,187,7
15109,498.15,2,127,214
15110,509.75,2,91,38
15111,1163.39,3,454,7
15112,209.4,1,72,246
15114,639.56,2,436,18
15115,191.74,1,88,367
15117,934.19,3,1145,83
15122,2863.69,8,1245,57
15123,2456.86,3,1329,56
15124,266.63,2,229,111
15125,5496.39,9,2240,114
15126,449.49,2,273,171
15127,304.97,1,213,154
15128,312.68,1,240,65
15129,3412.78,12,2208,20
15131,80.28,1,88,29
15133,824.48,2,280,17
15134,208.3,2,170,16
15135,166.63,1,41,191
15137,823.4,2,596,155
15138,502.52,1,300,28
